,Tanggal_Penerbangan,Hari,Maskapai,Nomor_Penerbangan,Bandara_Asal,Kode_IATA_Asal,Bandara_Tujuan,Kode_IATA_Tujuan,Jadwal_Keberangkatan,Jadwal_Kedatangan,Kota_tujuan,Deskripsi_tujuan,Suhu_Celcius_tujuan,Kelembaban_%_tujuan,Tekanan_hPa_tujuan,Kecepatan_Angin_m/s_tujuan,Kecepatan_Angin_km_jam_tujuan,Kota_Asal,Rute,Durasi_Actual,Durasi_Normal,Keterlambatan_Kedatangan
313,2025-08-15,Jumat,Pelita Air,IP206M,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-15 14:25:00,2025-08-15 15:55:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
314,2025-08-16,Sabtu,Batik Air,ID6762W,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-16 09:10:00,2025-08-16 12:30:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
315,2025-08-17,Minggu,Garuda Indonesia,GA304Q,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-17 06:50:00,2025-08-17 08:25:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
316,2025-08-20,Rabu,Batik Air,ID6586V,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-20 18:00:00,2025-08-20 19:25:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
317,2025-08-21,Kamis,Lion Air,JT782X,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-21 12:20:00,2025-08-21 15:40:00,Makassar,cerah,28.6,87,1011,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
318,2025-08-22,Jumat,Garuda Indonesia,GA402S,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-22 07:05:00,2025-08-22 10:10:00,Denpasar,hujan ringan,28.0,63,1008,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,185.0,,
319,2025-08-23,Sabtu,Garuda Indonesia,GA310L,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-23 14:00:00,2025-08-23 15:35:00,Surabaya,badai petir,29.1,70,1008,4.8,17.28,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
320,2025-08-24,Minggu,Super Air Jet,IU734P,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-24 10:40:00,2025-08-24 13:30:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,170.0,,
321,2025-08-27,Rabu,Sriwijaya Air,SJ592O,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-27 00:30:00,2025-08-27 03:55:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
322,2025-08-28,Kamis,Lion Air,JT854J,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-28 08:00:00,2025-08-28 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
323,2025-08-29,Jumat,Pelita Air,IP204K,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-29 10:40:00,2025-08-29 12:15:00,Surabaya,cerah,29.6,89,1015,4.7,16.92,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
324,2025-08-30,Sabtu,Batik Air,ID6899F,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-30 11:10:00,2025-08-30 12:35:00,Surabaya,berawan,26.3,71,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
325,2025-08-31,Minggu,Lion Air,JT792M,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-31 04:00:00,2025-08-31 07:20:00,Makassar,badai petir,27.1,72,1014,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
326,2025-09-03,Rabu,Pelita Air,IP204W,Soekarno-Hatta International,CGK,Juanda,SUB,2025-09-03 10:40:00,2025-09-03 12:15:00,Surabaya,cerah,29.6,89,1015,4.7,16.92,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
327,2025-09-04,Kamis,Pelita Air,IP200R,Soekarno-Hatta International,CGK,Juanda,SUB,2025-09-04 06:55:00,2025-09-04 08:30:00,Surabaya,badai petir,29.2,63,1008,1.3,4.680000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
328,2025-07-30,Rabu,Super Air Jet,IU810J,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-30 12:35:00,2025-07-30 14:20:00,Padang,berawan,29.7,87,1012,3.7,13.32,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
329,2025-07-31,Kamis,Pelita Air,IP210G,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-31 08:25:00,2025-07-31 09:55:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
330,2025-08-01,Jumat,Pelita Air,IP206J,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-01 14:25:00,2025-08-01 15:55:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
331,2025-08-02,Sabtu,Lion Air,JT1994D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-02 08:00:00,2025-08-02 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
332,2025-08-03,Minggu,Citilink,QG726S,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-03 20:00:00,2025-08-03 21:35:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
333,2025-08-06,Rabu,Super Air Jet,IU740Y,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-06 07:40:00,2025-08-06 10:30:00,Denpasar,hujan ringan,28.0,63,1008,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,170.0,,
334,2025-08-07,Kamis,Super Air Jet,IU902R,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-07 09:35:00,2025-08-07 11:20:00,Padang,hujan ringan,31.5,84,1012,1.6,5.760000000000001,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
335,2025-08-08,Jumat,Garuda Indonesia,GA148W,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-08 09:25:00,2025-08-08 11:15:00,Padang,badai petir,27.4,79,1005,4.0,14.4,Jakarta,Jakarta-Padang,110.0,110.0,0.0
336,2025-08-09,Sabtu,Citilink,QG712Y,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-09 05:55:00,2025-08-09 07:35:00,Surabaya,cerah,25.8,83,1006,3.5,12.6,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
337,2025-08-10,Minggu,Lion Air,JT123N,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-10 20:00:00,2025-08-10 23:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
338,2025-08-13,Rabu,Garuda Indonesia,GA422X,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-13 13:30:00,2025-08-13 16:30:00,Denpasar,badai petir,27.0,69,1010,3.6,12.96,Jakarta,Jakarta-Denpasar,180.0,,
339,2025-08-14,Kamis,Lion Air,JT1774Q,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-14 10:00:00,2025-08-14 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
340,2025-08-15,Jumat,Batik Air,ID6762H,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-15 09:10:00,2025-08-15 12:30:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
341,2025-08-16,Sabtu,Batik Air,ID6292B,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-16 09:10:00,2025-08-16 12:30:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
342,2025-08-17,Minggu,TransNusa,8B5110W,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-17 20:10:00,2025-08-17 23:00:00,Denpasar,gerimis,31.5,81,1005,4.7,16.92,Jakarta,Jakarta-Denpasar,170.0,,
343,2025-08-20,Rabu,Garuda Indonesia,GA322J,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-20 08:45:00,2025-08-20 10:25:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
344,2025-08-21,Kamis,Super Air Jet,IU816D,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-21 16:00:00,2025-08-21 17:45:00,Padang,hujan ringan,30.7,85,1007,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
345,2025-08-22,Jumat,Lion Air,JT782N,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-22 12:20:00,2025-08-22 15:40:00,Makassar,cerah,28.6,87,1011,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
346,2025-08-23,Sabtu,Citilink,QG952Y,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-23 07:00:00,2025-08-23 08:55:00,Padang,hujan ringan,32.2,61,1007,3.3,11.879999999999999,Jakarta,Jakarta-Padang,115.0,110.0,5.0
347,2025-08-24,Minggu,AirAsia,AK804V,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-24 09:15:00,2025-08-24 12:15:00,Denpasar,gerimis,28.0,90,1013,4.2,15.120000000000001,Jakarta,Jakarta-Denpasar,180.0,,
348,2025-08-27,Rabu,Batik Air,ID6296A,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-27 16:50:00,2025-08-27 20:10:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
349,2025-08-28,Kamis,Batik Air,ID6899M,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-28 11:10:00,2025-08-28 12:35:00,Surabaya,berawan,26.3,71,1007,2.1,7.5600000000000005,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
350,2025-08-29,Jumat,TransNusa,8B5102V,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-29 11:45:00,2025-08-29 14:35:00,Denpasar,badai petir,25.6,77,1014,4.1,14.76,Jakarta,Jakarta-Denpasar,170.0,,
351,2025-08-30,Sabtu,Lion Air,JT3896O,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-30 01:30:00,2025-08-30 04:50:00,Makassar,badai petir,24.7,64,1006,2.7,9.72,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
352,2025-08-31,Minggu,Garuda Indonesia,GA414U,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-31 15:30:00,2025-08-31 18:25:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,175.0,,
353,2025-09-03,Rabu,Pelita Air,IP200Y,Soekarno-Hatta International,CGK,Juanda,SUB,2025-09-03 06:55:00,2025-09-03 08:30:00,Surabaya,cerah,24.7,79,1012,2.2,7.920000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
354,2025-09-04,Kamis,Lion Air,JT2778W,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-04 08:00:00,2025-09-04 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
355,2025-07-30,Rabu,Batik Air,ID6588M,Soekarno-Hatta International,CGK,Juanda,SUB,2025-07-30 20:00:00,2025-07-30 21:25:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
356,2025-07-31,Kamis,Lion Air,JT175V,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-31 16:15:00,2025-07-31 19:35:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
357,2025-08-01,Jumat,Batik Air,ID6370I,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-01 04:40:00,2025-08-01 06:05:00,Surabaya,badai petir,25.4,71,1011,4.5,16.2,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
358,2025-08-02,Sabtu,Lion Air,JT772I,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-02 16:15:00,2025-08-02 19:35:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
359,2025-08-03,Minggu,Lion Air,JT2792P,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-03 04:00:00,2025-08-03 07:20:00,Makassar,badai petir,27.1,72,1014,2.1,7.5600000000000005,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
360,2025-08-06,Rabu,Super Air Jet,IU736E,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-06 14:50:00,2025-08-06 17:40:00,Denpasar,cerah,26.9,90,1015,4.5,16.2,Jakarta,Jakarta-Denpasar,170.0,,
361,2025-08-07,Kamis,Citilink,QG716S,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-07 11:45:00,2025-08-07 13:25:00,Surabaya,gerimis,33.7,82,1014,1.7,6.12,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
362,2025-08-08,Jumat,Batik Air,ID6406A,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-08 13:05:00,2025-08-08 14:30:00,Surabaya,badai petir,27.7,64,1015,4.4,15.840000000000002,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
363,2025-08-09,Sabtu,Lion Air,JT241U,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-09 09:00:00,2025-08-09 10:25:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
364,2025-08-10,Minggu,Pelita Air,IP210B,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-10 08:25:00,2025-08-10 09:55:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
365,2025-08-13,Rabu,Citilink,QG346O,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-13 01:10:00,2025-08-13 04:30:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
366,2025-08-14,Kamis,Lion Air,JT3896K,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-14 01:30:00,2025-08-14 04:50:00,Makassar,badai petir,24.7,64,1006,2.7,9.72,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
367,2025-08-15,Jumat,Citilink,QG212D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-15 05:10:00,2025-08-15 08:35:00,Makassar,cerah,25.2,78,1010,3.1,11.16,Jakarta,Jakarta-Makassar,205.0,200.0,5.0
368,2025-08-16,Sabtu,Batik Air,ID6288P,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-16 00:10:00,2025-08-16 03:30:00,Makassar,gerimis,27.5,66,1012,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
369,2025-08-17,Minggu,Batik Air,ID6236G,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-17 06:00:00,2025-08-17 09:20:00,Makassar,cerah,25.2,78,1010,3.1,11.16,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
370,2025-08-20,Rabu,Lion Air,JT986B,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-20 01:30:00,2025-08-20 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
371,2025-08-21,Kamis,Batik Air,ID6863B,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-21 13:05:00,2025-08-21 14:30:00,Surabaya,badai petir,27.7,64,1015,4.4,15.840000000000002,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
372,2025-08-22,Jumat,Super Air Jet,IU734G,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-22 10:40:00,2025-08-22 13:30:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,170.0,,
373,2025-08-23,Sabtu,Pelita Air,IP210Z,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-23 08:25:00,2025-08-23 09:55:00,Surabaya,berawan,32.8,61,1011,2.3,8.28,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
374,2025-08-24,Minggu,Lion Air,JT1994W,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-24 08:00:00,2025-08-24 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
375,2025-08-27,Rabu,Citilink,QG686K,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-27 10:30:00,2025-08-27 13:25:00,Denpasar,cerah,25.7,88,1015,1.5,5.4,Jakarta,Jakarta-Denpasar,175.0,,
376,2025-08-28,Kamis,Lion Air,JT1740Q,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-28 10:00:00,2025-08-28 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
377,2025-08-29,Jumat,Batik Air,ID6296H,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-29 16:50:00,2025-08-29 20:10:00,Makassar,badai petir,32.7,71,1009,1.1,3.9600000000000004,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
378,2025-08-30,Sabtu,Batik Air,ID6292E,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-30 09:10:00,2025-08-30 12:30:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
379,2025-08-31,Minggu,Pelita Air,IP200F,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-31 06:55:00,2025-08-31 08:30:00,Surabaya,cerah,24.7,79,1012,2.2,7.920000000000001,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
380,2025-09-03,Rabu,Lion Air,JT774F,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-03 10:00:00,2025-09-03 13:20:00,Makassar,gerimis,27.9,60,1015,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
381,2025-09-04,Kamis,Lion Air,JT888G,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-04 22:00:00,2025-09-04 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,-1240.0,200.0,-1440.0
382,2025-07-30,Rabu,Lion Air,JT123K,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-07-30 20:00:00,2025-07-30 23:20:00,Makassar,hujan ringan,33.9,75,1007,2.6,9.360000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
383,2025-07-31,Kamis,Garuda Indonesia,GA414Z,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-31 15:30:00,2025-07-31 18:25:00,Denpasar,berkabut,28.2,79,1007,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,175.0,,
384,2025-08-01,Jumat,Lion Air,JT1994N,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-01 08:00:00,2025-08-01 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
385,2025-08-02,Sabtu,Super Air Jet,IU900M,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-02 14:40:00,2025-08-02 16:25:00,Padang,gerimis,32.3,80,1011,2.4,8.64,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
386,2025-08-03,Minggu,Batik Air,ID6863M,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-03 13:05:00,2025-08-03 14:30:00,Surabaya,badai petir,27.7,64,1015,4.4,15.840000000000002,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
387,2025-08-06,Rabu,Lion Air,JT986M,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-06 01:30:00,2025-08-06 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
388,2025-08-07,Kamis,Lion Air,JT892F,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-07 08:00:00,2025-08-07 11:20:00,Makassar,badai petir,31.2,84,1013,1.4,5.04,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
389,2025-08-08,Jumat,Batik Air,ID6370D,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-08 04:40:00,2025-08-08 06:05:00,Surabaya,badai petir,25.4,71,1011,4.5,16.2,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
390,2025-08-09,Sabtu,AirAsia,AK802V,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-09 06:20:00,2025-08-09 09:10:00,Denpasar,berkabut,31.2,86,1008,3.7,13.32,Jakarta,Jakarta-Denpasar,170.0,,
391,2025-08-10,Minggu,Lion Air,JT854D,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-10 08:00:00,2025-08-10 11:20:00,Makassar,gerimis,33.8,64,1005,1.0,3.6,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
392,2025-08-13,Rabu,Citilink,QG716Q,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-13 11:45:00,2025-08-13 13:25:00,Surabaya,gerimis,33.7,82,1014,1.7,6.12,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
393,2025-08-14,Kamis,Super Air Jet,IU742J,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-14 12:40:00,2025-08-14 15:30:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,170.0,,
394,2025-08-15,Jumat,Citilink,QG952U,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-15 07:00:00,2025-08-15 08:55:00,Padang,berkabut,28.7,86,1006,1.9,6.84,Jakarta,Jakarta-Padang,115.0,110.0,5.0
395,2025-08-16,Sabtu,Lion Air,JT371P,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-16 22:00:00,2025-08-16 01:20:00,Makassar,hujan ringan,25.2,62,1009,4.0,14.4,Jakarta,Jakarta-Makassar,-1240.0,200.0,-1440.0
396,2025-08-17,Minggu,Garuda Indonesia,GA164W,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-08-17 17:50:00,2025-08-17 19:40:00,Padang,gerimis,26.5,68,1014,3.7,13.32,Jakarta,Jakarta-Padang,110.0,110.0,0.0
397,2025-08-20,Rabu,Super Air Jet,IU758V,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-20 11:40:00,2025-08-20 14:30:00,Denpasar,berawan,29.8,76,1009,4.4,15.840000000000002,Jakarta,Jakarta-Denpasar,170.0,,
398,2025-08-21,Kamis,Lion Air,JT22S,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-21 11:20:00,2025-08-21 14:10:00,Denpasar,cerah,29.0,88,1014,2.3,8.28,Jakarta,Jakarta-Denpasar,170.0,,
399,2025-08-22,Jumat,Lion Air,JT772V,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-22 16:15:00,2025-08-22 19:35:00,Makassar,gerimis,31.8,78,1009,4.0,14.4,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
400,2025-08-23,Sabtu,Batik Air,ID6594G,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-23 19:00:00,2025-08-23 20:25:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
401,2025-08-24,Minggu,Lion Air,JT692A,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-24 14:40:00,2025-08-24 16:05:00,Surabaya,gerimis,30.2,78,1010,3.5,12.6,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
402,2025-08-27,Rabu,Garuda Indonesia,GA326X,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-27 17:30:00,2025-08-27 19:10:00,Surabaya,cerah,32.1,63,1008,3.6,12.96,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
403,2025-08-28,Kamis,Pelita Air,IP210R,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-28 08:25:00,2025-08-28 09:55:00,Surabaya,badai petir,24.0,75,1014,1.8,6.48,Jakarta,Jakarta-Surabaya,90.0,80.0,10.0
404,2025-08-29,Jumat,Batik Air,ID6264R,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-29 02:20:00,2025-08-29 05:40:00,Makassar,berkabut,33.3,83,1013,2.9,10.44,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
405,2025-08-30,Sabtu,Citilink,QG716S,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-30 11:45:00,2025-08-30 13:25:00,Surabaya,gerimis,33.7,82,1014,1.7,6.12,Jakarta,Jakarta-Surabaya,100.0,80.0,20.0
406,2025-08-31,Minggu,Citilink,QG726M,Soekarno-Hatta International,CGK,Juanda,SUB,2025-08-31 20:00:00,2025-08-31 21:35:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,95.0,80.0,15.0
407,2025-09-03,Rabu,Batik Air,ID6588O,Soekarno-Hatta International,CGK,Juanda,SUB,2025-09-03 20:00:00,2025-09-03 21:25:00,Surabaya,gerimis,32.2,72,1010,4.9,17.64,Jakarta,Jakarta-Surabaya,85.0,80.0,5.0
408,2025-09-04,Kamis,Lion Air,JT898C,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-09-04 01:30:00,2025-09-04 04:50:00,Makassar,cerah,31.2,66,1013,4.1,14.76,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
409,2025-07-30,Rabu,Citilink,QG680D,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-07-30 05:05:00,2025-07-30 08:00:00,Denpasar,cerah,33.7,62,1009,4.7,16.92,Jakarta,Jakarta-Denpasar,175.0,,
410,2025-07-31,Kamis,Super Air Jet,IU816M,Soekarno-Hatta International,CGK,Minangkabau International Airport,PDG,2025-07-31 16:00:00,2025-07-31 17:45:00,Padang,hujan ringan,30.7,85,1007,4.4,15.840000000000002,Jakarta,Jakarta-Padang,105.0,110.0,-5.0
411,2025-08-01,Jumat,Citilink,QG682A,Soekarno-Hatta International,CGK,Ngurah Rai International,DPS,2025-08-01 08:00:00,2025-08-01 10:55:00,Denpasar,cerah,27.5,74,1006,3.1,11.16,Jakarta,Jakarta-Denpasar,175.0,,
412,2025-08-02,Sabtu,Batik Air,ID6288K,Soekarno-Hatta International,CGK,Hasanudin,UPG,2025-08-02 00:10:00,2025-08-02 03:30:00,Makassar,gerimis,27.5,66,1012,3.2,11.520000000000001,Jakarta,Jakarta-Makassar,200.0,200.0,0.0
